EmployeeNumber,Name,Department,Education,EducationField,JobLevel,JobRole,MonthlyIncome,PerformanceRating,StudentFeedbackPercentage,FeedbackCount,PercentSalaryHike
491953,Judith Aldus,2,5,5,5,5,4673,5,91.29,1,6
979545,Ric Clemitt,5,1,2,5,10,29925,1,97.61,1,6
848307,Neel McLoney,3,3,5,2,10,84725,1,92.15,1,9
97296,Caitlin Jikylls,3,5,4,3,1,68373,2,73.21,1,9
328070,Lurline Sukbhans,2,3,4,4,5,57044,3,44.18,1,7
230683,Ashlee Dunstan,3,3,4,2,1,60406,4,68.52,1,2
730176,Alie Merit,1,1,2,2,5,62235,1,28.96,1,20
53715,Waldon Rangell,5,2,4,4,10,39787,3,88.4,1,14
969900,Graeme Scoyles,3,4,4,2,7,22813,5,9.94,1,1
561449,Leah Erdes,1,3,4,4,4,85862,5,28.26,1,17
656012,Dyane Linch,4,5,2,5,3,74689,3,9.7,1,4
412945,Giuseppe Sare,3,1,2,2,2,64050,1,66.31,1,17
641845,Felipe Fanshawe,2,4,3,4,8,58874,2,99.09,1,19
178304,Georgeta Thaine,2,2,3,2,3,68482,2,59.17,1,18
357437,Robinson Ebbitt,2,2,2,1,8,56090,4,86.74,1,14
862690,Reeta Castaignet,2,5,3,4,8,79156,2,96.07,1,6
735197,Bobby Osmund,5,3,2,4,8,4296,5,93.24,1,11
969062,Wilmette Houldcroft,1,5,5,2,3,86786,3,23.48,1,1
44420,Jephthah Goldsack,4,4,3,3,2,3023,1,35.4,1,1
958315,Bernie Speak,2,2,5,1,9,8240,5,39.75,1,3
608991,Alta Starbucke,4,5,2,1,6,49009,4,31.45,1,14
843005,Hailey Shirrell,2,2,1,2,8,2129,3,36.85,1,10
57855,Eolande Lammiman,3,2,4,3,8,65763,1,41.03,1,10
939574,Othilie Hablot,4,4,1,4,10,10336,2,51.84,1,8
900399,Cesar Roylance,4,4,2,2,7,14728,3,37.02,1,5
788982,Rosabella Melonby,1,1,3,2,9,43665,4,25.73,1,12
757725,Anabella Barthot,3,2,2,4,5,17336,2,30.27,1,20
540878,Trista Gimblet,3,2,5,2,1,34965,5,8.65,1,3
836856,Quinlan Trymme,2,2,5,1,9,15796,2,76.44,1,3
549436,Peta Forrest,2,4,5,3,1,49341,5,33.78,1,5
508664,Janey Sultan,1,4,5,2,7,22011,4,75.14,1,11
279846,Pooh Petric,3,2,2,1,5,63298,2,72.29,1,19
58140,Amye Melody,2,3,2,1,7,59144,5,37.23,1,18
388010,Jervis Arniz,1,1,5,2,9,63578,1,62.69,1,14
931733,Oralla Andor,3,5,1,3,6,82345,4,3.89,1,16
91180,Karena Abrashkin,4,2,3,3,8,69181,2,38.59,1,1
172221,Opaline Smallwood,2,3,2,2,3,86202,4,97.05,1,2
119847,Corinna Balke,3,4,1,4,5,64529,3,98.38,1,20
11546,Tamas Taphouse,2,5,1,3,7,1926,3,18.57,1,14
115099,Thurston Barhims,2,4,3,2,2,33756,1,74.36,1,7
953269,Royall Loding,2,3,5,4,3,71054,4,61.95,1,8
883555,Brandy Leele,5,3,1,1,10,59971,3,73.38,1,7
436096,Tracie Mahon,3,3,5,3,6,9151,3,42.02,1,19
639786,Charmian Vaneev,2,5,5,3,9,44206,2,28.45,1,10
814548,Idalia Carnegie,4,4,5,3,4,89173,3,99.19,1,6
973998,Flore Durward,5,3,5,1,7,40984,5,54.61,1,16
787094,Cornall Seak,4,3,1,3,8,71777,3,58.13,1,9
649157,Coletta Siddons,4,2,5,3,1,8111,1,23.87,1,3
506698,Darby Dimond,5,2,1,5,7,37659,3,70.87,1,7
783867,Port Fryman,3,3,2,2,9,62090,4,40.95,1,18
803911,Noah Lavrinov,4,4,1,3,9,75430,4,44.33,1,1
913853,Carrol Tryme,2,1,4,5,5,75488,5,48.07,1,10
390888,Gawain Futty,3,3,4,2,5,78943,4,93.41,1,5
299708,Carl Jannaway,2,2,4,2,10,27607,1,94.62,1,17
477713,Rurik Topes,3,1,4,5,3,83488,4,58.38,1,18
355940,Torin Spaughton,5,2,4,5,4,73891,4,77.85,1,19
791512,Gypsy Janowicz,2,2,4,4,9,17299,4,41.69,1,4
793318,Rivi Semor,4,1,2,1,10,26422,3,91.68,1,7
877945,Stanleigh O'Shee,3,1,4,5,10,83846,1,16.36,1,19
212505,Bertina Eathorne,1,4,4,1,2,19943,5,17.27,1,1
460337,Josey Maher,3,4,4,1,7,66014,4,52.36,1,15
117122,Marcie Chawner,4,1,5,2,7,77479,1,72.76,1,20
146673,Dante Osipov,3,3,1,1,5,71419,4,73.09,1,6
552949,Zechariah Krollman,1,1,5,1,6,53325,5,49.33,1,4
266115,Rosaleen Denkel,5,2,4,2,7,24772,3,82.15,1,8
55699,Laney Deval,1,2,2,4,1,19264,5,5.91,1,2
677852,Rhona Hassin,4,2,4,5,3,44920,2,11.97,1,4
909780,Laney Matyukon,3,3,2,1,2,61769,1,66.75,1,15
93029,Gabriela MacQueen,2,5,5,5,7,60423,5,66.26,1,19
13507,Mercy Ciccone,2,5,5,1,8,71773,2,15.18,1,3
931223,Marco Osban,2,1,3,1,1,23559,3,55.89,1,8
561546,Keenan Allmond,3,1,2,2,5,84242,4,12.49,1,7
441797,Billi Bridywater,3,2,3,2,8,860,2,32.76,1,3
156115,Corliss Arpino,1,4,1,2,6,9744,1,2.12,1,7
353539,Stacy Droogan,3,4,3,5,5,63701,1,33.55,1,9
706458,Hermie Ferries,4,3,3,5,8,22624,5,86.69,1,4
227089,Maxine Linster,1,1,5,5,3,25826,5,30.79,1,2
895591,Colby Barrett,5,5,1,3,8,71546,1,11.48,1,13
52927,Nealson Hargitt,3,1,4,5,6,69560,3,54.22,1,16
282199,Ruby Arnau,1,4,4,1,6,2198,1,65.05,1,16
611653,Winna Alton,4,4,2,5,2,64199,2,97.08,1,14
15387,Caritta Stolze,3,3,1,4,10,45143,1,50.39,1,7
906928,Amabel Ivers,1,2,2,5,6,33064,4,55.81,1,2
891040,Norrie Barff,4,5,1,3,7,28766,4,58.33,1,4
596350,Clarice Mattiato,1,1,5,4,6,23739,2,85.61,1,20
401780,Esther Grafton-Herbert,3,1,4,3,9,10915,5,92.95,1,1
69275,Esdras Chadbourne,5,1,1,3,3,32475,4,48.85,1,20
51270,Rea Raiker,4,2,4,4,1,50836,1,29.04,1,17
212360,Marlyn Bastone,1,5,5,5,4,60689,3,7.46,1,10
452774,Lethia Lowdyane,1,4,3,5,8,59593,5,27.55,1,3
538202,Bailey MacCoveney,1,3,5,2,3,37866,1,96.38,1,4
698412,Nikolaus Wogdon,5,4,2,1,7,79689,3,13.93,1,16
178161,Lorraine Kynge,3,5,4,4,7,37969,2,21.85,1,11
833564,Leanor Morecomb,4,4,1,1,5,29555,5,63.3,1,3
78351,Terencio Bestar,4,5,4,5,5,46486,2,68.45,1,9
620682,Geraldine Lenney,1,4,3,5,2,8757,3,88.7,1,19
245144,Shaine Nicklin,1,1,4,5,8,71766,1,43.18,1,7
92400,Noell Salzen,1,3,3,1,9,5093,4,24.1,1,2
902194,Gard Woodrup,3,1,3,5,9,14090,2,92.61,1,2
472338,Phillipp Girardini,5,5,5,5,5,23759,2,11.15,1,19
425566,Udell Tock,1,5,1,3,5,83111,4,32.92,1,9
462173,Roze McKissack,3,2,5,3,8,53088,2,4.89,1,2
170856,Mildred Findlay,3,1,4,1,7,6119,5,10.75,1,2
35263,Berni Underdown,5,3,4,2,8,64319,3,39.14,1,18
832268,Felisha Gudgin,1,3,3,1,7,38935,1,27.14,1,19
642483,Margalo Gino,2,5,1,3,3,62463,3,39.77,1,8
326669,Chaddie Giacopazzi,1,5,2,1,10,36323,5,83.1,1,15
782473,Der Annets,5,4,3,4,6,3532,2,81.3,1,6
916662,Jacquelin Ravenscroft,2,1,5,1,10,52804,4,1.33,1,12
351849,Ainsley Bifield,5,2,5,1,5,34530,1,67.75,1,16
632427,Nikolia Lathom,4,4,4,3,9,37051,1,76.36,1,11
209643,Cybill Doale,1,1,5,3,2,83612,1,74.61,1,0
739227,Robby Lansberry,2,3,2,3,4,63322,2,44.81,1,16
425897,Vite Foro,5,5,2,4,8,65679,3,59.19,1,15
704192,Clary Hadleigh,5,1,3,4,9,57353,3,51.56,1,5
847853,Ivie Peile,5,3,4,3,8,41379,3,39.45,1,18
240117,Etty Strangeway,5,2,1,3,8,33055,3,18.11,1,0
52535,Delaney Canfer,1,4,4,3,3,16726,3,8.77,1,20
190056,Ameline Enrique,1,3,4,3,1,16099,3,52.23,1,2
34578,Hilliard Hamlyn,2,5,5,3,2,23522,5,36.5,1,18
853966,Natka D'Ugo,1,5,3,5,6,6303,4,5.63,1,20
908976,Jedd Ayce,1,5,4,3,7,60428,1,29.65,1,0
786897,Christalle Staveley,5,5,1,4,9,82221,5,64.01,1,16
441992,Laurel Antoniazzi,5,2,1,5,1,6521,3,88.68,1,20
849929,Illa Rigg,4,3,2,1,10,44706,4,98.39,1,12
246174,Karly Toovey,1,1,2,5,4,58279,1,21.43,1,8
414206,Iris Straine,3,4,5,1,4,42557,1,66.35,1,17
772510,Rosanna Kealy,5,1,3,3,3,28950,3,8.71,1,19
675572,Jayme Worgan,5,5,2,2,5,62771,3,58.58,1,10
363326,Minne Marquand,1,5,5,3,4,59106,2,46.46,1,12
895088,Jamima Pidgley,3,4,1,3,7,34247,2,16.08,1,18
641404,Lorens Pepys,3,4,2,2,6,14133,3,75.24,1,17
712559,Lanita Setter,3,4,4,2,7,64809,2,24.59,1,10
305568,Pacorro Brockie,2,4,1,3,9,18928,5,33.51,1,2
804752,Tadeo Girhard,2,4,2,4,8,30106,3,19.33,1,6
16742,Luce Annwyl,3,4,4,1,7,70962,2,87.94,1,20
403512,Jaimie Tireman,1,5,3,5,7,72063,5,23.31,1,19
773649,Melantha Aylesbury,2,3,3,3,8,56516,2,83.52,1,11
936308,Vivianna Garms,4,4,4,5,3,43535,4,83.48,1,5
660148,Frans Anthon,1,2,5,3,9,51547,3,38.42,1,4
180685,Hester Twentyman,1,2,4,4,5,74904,4,93.32,1,1
906337,Lucretia Ackerman,5,3,5,1,1,19802,1,40.04,1,8
159393,Michale Critcher,3,4,5,2,3,41190,1,56.76,1,16
520673,Skell Alywin,5,2,4,4,2,50204,4,49.58,1,12
12474,Leodora Chipperfield,3,5,5,5,6,14736,2,41.92,1,6
801944,Drusie De Lasci,3,1,5,4,9,67045,4,11.54,1,3
847999,Ashlie Muirhead,2,4,3,1,6,65246,5,59.56,1,10
657492,Kyla Alpin,5,3,4,4,1,84580,4,12.99,1,17
340557,Gilligan Forgie,4,3,5,5,6,43322,5,52.25,1,20
30553,Farly Heak,2,4,5,3,5,66999,4,72.63,1,0
952557,Herta Maas,5,4,2,4,9,16313,2,82.38,1,11
186845,Hilda Smidmoor,3,2,5,4,8,70898,3,56.95,1,7
801998,Gilburt Weedenburg,2,3,5,1,1,74115,4,57.88,1,1
607356,Guillermo Staterfield,5,2,5,1,1,44899,1,47.28,1,16
749208,Priscilla Maciak,2,4,3,2,6,3406,3,98.63,1,8
407827,Corly McVee,4,5,5,5,10,19554,2,48.57,1,7
26001,Lanny Bootes,5,1,4,4,9,70872,3,37.82,1,12
17471,Kellia McDuffie,2,2,5,3,6,71419,5,2.65,1,12
374430,Madalyn Ludgrove,3,4,1,5,5,6123,5,18.5,1,10
731932,Kerstin Winscomb,3,1,1,5,4,44973,1,88.43,1,6
322451,Rudyard Toma,4,4,2,4,6,82985,2,21.31,1,17
858957,Carline Rist,2,5,3,5,2,71091,3,32.23,1,4
830589,Freida Thompkins,3,3,4,4,10,64691,4,80.59,1,3
845289,Maudie Petracchi,3,2,3,5,3,27169,5,84.72,1,17
340521,Foster Trenear,3,1,1,4,8,82075,1,25.65,1,8
246219,Annamarie Ianetti,2,3,3,3,9,19521,1,94.83,1,20
666849,Hort Blankenship,4,2,2,2,10,80771,3,89.19,1,9
797140,Maxine Balthasar,3,4,3,2,5,44025,5,83.83,1,20
237516,Fulvia Glaysher,2,1,1,5,9,56159,5,75.35,1,15
664004,Rasia Mowling,4,4,4,1,4,71872,5,28.4,1,1
729004,Buddy Lints,1,5,4,3,10,7775,2,40.5,1,8
317572,Mendie d'Arcy,5,1,1,4,3,75990,2,20.2,1,1
926632,Anjanette Clemerson,3,3,1,4,1,72212,3,16.05,1,10
931697,Ronny Deverock,4,3,5,1,8,3544,3,21.73,1,2
993653,Lynna Colliard,4,5,5,2,5,78708,5,48.94,1,8
752214,Stevena Loughlin,3,2,3,4,10,38192,4,12.39,1,14
958364,Paulie Onraet,5,5,5,2,8,17010,5,99.99,1,8
600337,Cariotta Meldrum,3,2,3,1,3,25686,3,33.19,1,13
633547,Camellia Durdy,1,5,3,2,1,1072,2,21.12,1,1
457870,Herby Gove,3,3,1,5,6,88876,4,73.1,1,13
439017,Eldon Tweedie,3,3,1,4,10,18548,2,85.93,1,11
541061,Gilbertina Penhall,2,1,5,3,7,32231,5,94.29,1,15
117723,Marian Kelleway,1,5,4,2,8,25011,4,83.66,1,12
126009,Ingrim Gawkes,2,2,2,5,1,35796,1,13.65,1,20
490968,Yolanthe Stock,3,5,2,3,10,35791,3,68.46,1,6
590767,Fraser Presslie,3,5,1,5,4,41525,3,33.65,1,5
804091,Barthel Vasyutichev,3,3,4,2,3,37876,5,80.12,1,17
458664,Adriane Giddings,3,2,1,1,7,72503,1,67.78,1,13
155841,Tonya Standish,3,2,4,4,8,88617,1,81.44,1,18
349848,Angie Straine,1,3,4,2,4,46064,3,97.51,1,7
888886,Palm Sedwick,2,5,1,5,1,54712,4,93.8,1,3
925376,Sheba Gardner,5,2,2,2,4,70243,5,62.83,1,8
363642,Meghan Le Grys,3,1,1,2,3,52817,4,80.05,1,10
946966,Georges Kobes,2,3,1,4,4,77597,4,92.84,1,5
798017,Devland Brownett,3,4,2,2,5,21670,1,75.5,1,0
132252,Roxanne Gianotti,1,2,4,5,9,55118,3,81.07,1,7
346716,Griz Gregor,1,2,3,5,3,60478,1,52.59,1,16
389410,Maggie Cellier,2,4,4,5,5,77850,5,11.88,1,2
283996,Audrye Lapping,5,2,5,1,1,30176,5,48.99,1,14
490125,Igor Tattoo,4,5,3,2,8,88051,4,50.46,1,4
492336,Hillie Brigman,5,1,1,4,2,28955,3,83.72,1,14
109527,Valentijn Blazeby,4,5,3,2,6,51728,4,86.18,1,12
313737,Zorana Moukes,2,4,2,1,8,4706,4,30.37,1,18
809044,Blisse Ciobotaro,5,5,2,4,7,63499,2,72.48,1,14
816939,Giuditta Fransinelli,1,1,4,5,2,9870,1,69.27,1,6
467532,Benedicto Lorek,5,3,1,2,4,52512,5,25.1,1,0
938175,Aaren Calabry,4,2,4,4,6,28852,3,16.87,1,12
279794,Melba Orsay,1,2,3,1,3,63639,2,72.41,1,2
207211,Normie O'Halleghane,5,2,1,4,9,57912,5,60.1,1,1
627628,Libbey Ballentime,3,1,2,1,4,39425,3,20,1,14
528270,Leia Eaton,1,5,2,3,10,76581,4,11.02,1,12
292389,Matilde Dimmock,1,2,1,2,1,25842,1,47.9,1,7
633258,Beret Plum,4,1,2,4,5,11850,3,64.59,1,16
113846,Carolan Quarrie,4,4,1,2,1,76862,4,90.6,1,13
517090,Skelly Jermyn,3,2,1,4,4,30840,5,78.86,1,14
617512,Birgit Vautrey,3,2,1,3,8,41052,1,24.93,1,11
907781,Ely Hortop,3,2,5,3,2,32756,5,55.12,1,15
808563,Karoly Ivankov,2,5,1,5,5,74316,4,12.23,1,0
711981,Jecho Dyet,3,2,4,1,4,59794,1,13.06,1,9
120782,Marthena Turk,1,4,2,4,4,75073,1,34.14,1,17
569483,Dolly Benion,2,3,5,5,4,7156,1,44.2,1,4
618578,Gale Aldrin,4,1,4,3,2,52721,3,6.06,1,20
1793,Kristel Vile,2,5,4,3,3,89820,3,31.29,1,9
464095,Lenore Sharer,4,2,4,3,4,68999,1,75.22,1,3
370790,Silvano Cours,2,4,2,2,2,78235,1,11.19,1,20
626363,Verile Tewkesbury.,4,5,1,4,8,44238,2,53.76,1,7
324785,Garreth Aers,4,4,4,3,1,52568,3,3.76,1,4
491610,Jefferson Geggie,5,1,4,4,3,36607,3,47.35,1,1
294260,Lorelei Sworne,5,4,4,4,10,72833,1,21.61,1,19
209734,Jeremias Badger,1,1,2,5,8,62969,2,19.26,1,5
83406,Cullan Tarzey,4,4,3,3,7,89872,2,18.68,1,5
556494,Emeline Rowsel,5,2,3,5,4,56639,3,35.71,1,20
129328,Sheffy Polhill,2,2,5,4,3,62109,3,12.83,1,20
157831,Manya Dallander,4,3,1,5,6,48549,5,37.6,1,13
419202,Iorgos McAusland,2,5,2,5,8,40099,5,53.83,1,4
461018,Gretel Zamorano,3,4,1,2,4,76455,5,1.41,1,20
126976,Shelly Ibbotson,5,5,1,4,6,51697,5,23.25,1,11
542694,Gearard Cape,2,2,4,2,5,16041,1,60.44,1,14
485750,Rozalin Grim,4,1,2,3,8,82224,4,21.27,1,8
925103,Janos Del Monte,2,3,4,2,5,49831,3,39.52,1,20
199580,Maxy Winterton,3,2,1,4,5,44765,2,78.26,1,16
685375,Deloria Burgis,2,2,2,1,8,51749,2,35.61,1,8
962553,Henrietta Colvie,5,5,4,1,2,52269,2,88,1,1
160714,Robbie Gamlyn,2,1,1,3,3,63452,2,69.94,1,2
126109,Berkley Conlon,2,1,3,5,4,72033,2,77.55,1,16
507863,Dionis Order,4,2,2,1,7,85571,5,28.79,1,15
325401,Gwenore Stollwerk,1,1,1,1,3,78336,1,99.94,1,12
719183,Kare Norree,2,1,4,1,10,11005,4,86.68,1,18
883551,Alena Roadknight,2,2,1,2,5,44163,3,69.51,1,13
975361,Cornelius Cootes,1,5,5,2,3,30529,3,85.85,1,11
106442,Arvie Guerro,3,5,1,1,7,63529,5,62.46,1,0
12736,Dinah Berntsson,2,3,4,1,8,47247,5,74.98,1,7
557804,Bald Dono,1,2,1,1,3,77706,1,52.2,1,9
779124,Gabriele Haskins,5,2,1,4,4,40170,1,46.49,1,0
596904,Sharleen Morefield,2,1,2,4,3,7347,2,74.87,1,15
233826,Seka Mackie,1,1,3,3,2,2517,5,19.65,1,4
990164,Davy Bransgrove,1,3,5,2,2,46148,5,33.91,1,9
373557,Carla Dahlen,1,2,3,4,9,80428,5,67.25,1,5
518502,Idette Kamien,3,1,3,3,10,34590,1,25.26,1,9
695707,Wilt Paddock,5,1,5,4,7,22893,5,86.85,1,2
194625,Tiphany Grier,2,2,1,4,7,22311,1,63.52,1,6
435492,Liva Yoell,2,2,4,5,8,89081,1,60.1,1,7
333061,Verine Sute,4,4,3,2,9,2220,3,40.34,1,4
518391,Winfred Biesty,4,1,3,4,10,86949,1,41.24,1,1
187968,Hyman Perocci,5,2,5,5,7,65146,4,64.05,1,1
732767,Kendricks Rampton,5,5,2,3,7,83850,2,77.18,1,6
508079,Helaina Stoffer,5,1,4,2,7,25074,5,14.68,1,11
980828,Ninnette Stayte,5,4,5,3,3,61212,1,67.33,1,5
476723,Boone Moulden,1,3,2,5,2,83594,2,16.42,1,20
566672,Brandtr Lamas,5,2,2,2,10,74595,5,94.04,1,8
149816,Valentine Sommers,3,3,1,1,9,54931,5,45.15,1,13
561292,Adair Costerd,1,1,2,5,2,64280,4,58.28,1,14
894929,Madelle Ganforth,4,1,3,4,5,34545,5,12.89,1,3
221209,Grover Bruyns,5,1,4,3,7,18097,4,81.37,1,2
783950,Nickie Clapshaw,1,2,5,5,4,41957,4,58.17,1,0
1129,Bryon Oldred,3,4,3,1,4,87047,5,35.75,1,19
404825,Melamie Soper,3,3,2,1,6,73478,4,93,1,12
870232,Chase Ruse,4,3,3,3,10,87010,1,78.01,1,12
947843,Emmerich Tivers,3,5,1,2,4,57493,2,69.8,1,7
608645,Siward Yearby,4,4,1,4,4,9374,2,5.27,1,11
4369,Dodie Hanton,3,1,2,1,7,15128,5,93.41,1,17
176552,Sherman Attrie,5,4,1,1,10,39887,3,42.33,1,3
484923,Glendon Youthead,5,1,2,4,7,10695,2,70.09,1,14
209636,Nataline Brocklehurst,3,2,5,5,6,3210,3,28.16,1,6
513195,Kimbell Dutteridge,5,4,2,4,2,14859,5,62.13,1,18
330673,Barde Lorrie,2,3,5,4,6,39061,3,23.98,1,16
250593,Abigail Innerstone,1,5,1,2,8,25287,2,92.68,1,2
223387,Betteanne Wellwood,4,2,1,4,1,6035,3,73.48,1,10
523797,Cathy Edgett,2,4,1,1,2,49939,3,47.66,1,4
940510,Katharyn Bramstom,1,4,1,1,8,7960,5,27.33,1,9
208399,Rodney Sheen,1,1,2,2,6,83079,1,82.15,1,20
778616,Lowell Silveston,5,3,4,5,3,59295,4,51.48,1,8
827476,Doralyn Dolley,5,1,4,5,2,55266,3,18.26,1,0
30136,Nertie Worswick,5,5,5,4,9,80653,4,90.53,1,15
225451,L;urette Tournay,4,5,5,1,1,5,5,43.16,1,12
289157,Berk Lyston,4,4,2,2,3,31,1,60.5,1,9
594584,Rouvin Edgars,1,2,1,1,8,25280,5,57.32,1,18
980996,Wade De Bellis,3,4,2,1,4,25831,3,79.73,1,2
193108,Aldric Berth,5,5,3,2,9,88299,3,9.24,1,9
772216,Melisandra Klazenga,3,4,4,5,3,87959,4,50.76,1,7
815909,Aliza Mehmet,2,1,2,1,4,76006,1,97.99,1,18
234971,Katey Osboldstone,5,2,2,5,2,21825,3,30.71,1,14
106851,Sallyanne Inch,5,3,2,1,9,21361,1,67.7,1,8
277893,Theadora Dabling,1,2,1,2,7,34152,2,45.7,1,13
270636,Friedrich Mearns,4,4,4,2,10,13473,3,71.05,1,7
136999,Francklyn Kemmish,2,5,2,4,4,13176,2,4.61,1,15
925415,Helsa Craske,4,3,2,5,1,51504,4,52.53,1,11
452417,Odilia Goshawke,3,1,2,5,1,47457,4,37.16,1,16
201271,Kerwinn Goodinge,3,1,5,2,6,71039,4,9.37,1,11
922909,Dillon Littlejohn,2,5,5,2,9,17106,1,66.18,1,16
525918,Tory Gelletly,1,5,4,5,2,177,2,75.77,1,9
139894,Garvin Alfonsini,1,5,2,2,10,54415,1,98.06,1,16
593616,Roxie Brithman,1,4,2,2,7,9952,3,58.26,1,5
857635,Jarid Doding,1,3,2,1,8,38510,4,81.62,1,3
171235,Heloise Atton,3,5,3,3,8,41313,1,39.29,1,6
8727,Vassili Renfrew,3,1,2,4,1,39280,2,2.55,1,14
791156,Martita MacCart,4,5,5,4,4,40050,3,43.47,1,4
886520,Elsbeth Kenion,1,3,2,2,3,21706,3,43.78,1,11
363120,Sarene Sidey,4,5,1,4,6,88621,1,45.35,1,16
503321,Nyssa Lavington,5,5,1,2,1,6669,2,44.34,1,2
712156,Dora Idill,3,1,1,5,2,41742,1,40.54,1,8
512449,Kingsly Fasham,1,5,5,4,2,37405,5,13.17,1,16
459756,Willem Gleder,2,4,1,4,8,65635,1,2.37,1,9
147149,Margaret Doull,1,5,5,1,8,6743,1,75.84,1,4
209354,Nikkie Heyball,2,4,3,1,6,77622,1,62.52,1,6
672607,Pamela Illingworth,3,1,2,4,9,7423,2,63.2,1,11
176912,Artus Aleksidze,1,5,2,3,9,88279,1,34.74,1,7
619304,Chery Bladge,1,1,3,5,3,8919,1,63.66,1,20
498422,Nady Vassay,1,4,5,3,6,80586,1,82.66,1,16
585451,Sheilakathryn Landor,5,2,3,2,1,25877,1,3.81,1,2
861471,Wally Yankeev,4,3,2,3,2,63089,3,27.56,1,12
900522,Daniel Easeman,5,5,1,1,2,5685,5,61.89,1,9
204801,Milly Dunbabin,1,1,3,5,8,21240,3,68.39,1,13
736800,Romy Winney,2,3,5,3,6,79528,5,85.45,1,18
297691,Elmer Bonnette,2,3,5,4,9,37530,1,52.42,1,19
227310,Misha Sellack,3,2,2,3,9,48261,5,70.17,1,8
151854,Christy Gideon,3,1,2,2,3,2800,5,55.96,1,8
316041,Alex Philimore,4,3,4,4,6,73539,1,58.26,1,6
321990,Kathrine Kelly,1,5,2,3,5,76855,2,54.39,1,16
205747,Henryetta Gooderick,3,4,5,3,6,71809,1,78.71,1,2
28150,Paddy Rosenkrantz,4,3,5,5,4,38187,2,38.62,1,20
951281,Jobey Comelli,1,2,1,3,4,10120,4,27.49,1,10
457930,Waverly Hauch,1,4,3,4,5,34728,2,74.43,1,14
300792,Derick Philipard,5,4,3,4,8,61715,1,92.71,1,20
367011,Ilaire Klimowski,3,3,4,1,7,58765,3,75.54,1,11
300923,Martin Fealty,3,5,4,1,1,83068,4,44.08,1,4
643597,Juan Jarrell,1,1,2,2,1,39271,4,14.26,1,0
696097,Stirling Ianne,3,1,2,4,4,77838,1,86,1,3
982560,Iseabal Bannard,2,1,3,3,3,77243,3,13.65,1,20
116124,Ricca Sowthcote,4,2,5,1,9,19918,2,73.35,1,8
272714,Catarina Livezley,2,5,1,1,6,14494,1,48.97,1,10
316822,Priscella Physic,1,3,5,5,7,40136,5,83.96,1,4
837736,Val Skerm,1,2,5,2,9,85700,2,55.88,1,20
216312,Carney Simants,1,3,3,4,5,43545,1,7.48,1,12
821823,Estele Pailin,5,3,1,5,1,73193,4,90.84,1,9
629493,Somerset McCloughen,2,2,4,2,6,11347,2,69.12,1,9
225623,Kettie McVicar,4,5,4,5,9,3501,3,96.49,1,20
394520,Hartley Starten,5,1,4,3,7,1378,2,6.94,1,5
958060,Amabel Tyler,5,5,1,3,4,50147,3,37.04,1,1
745442,Norri Plowes,3,3,2,1,4,84569,1,23.99,1,4
48873,Kassie Silversmidt,3,5,2,2,8,59663,5,2.09,1,7
37892,Gage Schimpke,1,5,4,3,6,22051,5,42.39,1,9
856988,Fawn Winton,1,4,2,4,5,74388,5,60.14,1,1
54017,Baron Huntress,2,5,1,5,5,25745,5,56.03,1,6
784592,Dasi Poyner,3,1,1,1,4,43911,1,4.27,1,10
304568,Ali Pusill,4,2,3,3,10,14214,1,70.66,1,16
593064,Michaella Smart,4,5,5,1,4,11851,3,33.65,1,6
286085,Claresta Greenside,4,5,4,2,5,5417,2,60.71,1,11
717809,Maxwell Minnette,3,1,2,4,2,44610,1,88.23,1,20
165686,Currie Hurn,1,2,4,4,6,72262,3,12.32,1,8
212990,Terese Folliott,1,4,2,4,8,88364,4,66.31,1,1
641499,Jeniece Diperaus,4,1,3,4,4,5135,1,41.36,1,7
514604,Romain Barcke,4,5,3,1,9,60242,1,47.81,1,7
38486,Briney Halt,5,2,5,4,8,9498,1,16.91,1,14
151175,Em Crumpton,1,2,1,5,3,3110,2,26.46,1,18
424083,Doreen Hansmann,3,2,1,1,8,3626,4,75.98,1,7
260301,Kaitlin Grinaugh,1,3,5,2,3,69862,5,42.84,1,9
464593,Lauritz Applegarth,1,1,2,4,8,43018,1,21.84,1,19
593907,Jewelle Watkiss,2,2,5,1,4,80334,2,31.2,1,8
449102,Jacobo Hodgets,1,2,1,5,6,65476,2,11.38,1,18
228295,Shaylyn Sparshett,1,1,3,5,7,30029,2,32.99,1,7
717833,Evey Flett,3,2,5,4,3,17843,4,16.6,1,8
638182,Marcello Trippick,2,1,2,1,10,64499,3,16.92,1,8
336282,Joelynn Worcester,3,1,5,2,1,34140,1,23.11,1,5
374805,Dav Diss,1,3,4,1,1,78089,4,1.63,1,10
189073,Karee Wrate,5,5,4,5,7,62388,1,77.63,1,10
965694,Adolph Jerram,5,2,4,3,9,34209,3,37.44,1,8
55388,Morna Strodder,2,2,1,5,1,60509,5,8.8,1,7
629161,Jana Yoxall,2,4,3,3,10,5568,3,61.76,1,4
169660,Agustin Sacks,5,2,3,2,10,65557,4,62.42,1,8
381097,Maryanna Sorrell,2,4,1,2,9,36890,4,80.39,1,7
790500,Ilaire Hallum,5,5,5,4,2,27704,2,11.61,1,8
712515,Kerstin Streatley,2,1,3,1,7,38612,5,77.34,1,4
495329,Sargent Moorey,2,2,1,1,5,80726,5,39.47,1,2
